"id","name","description","img","gemstone","location_of_origin","origin","treatments","cut_type","weight","dimensions","cut_by"
2774,"Moonstone","Moonstone is colourless, very translucent, or almost perfectly transparent feldspar, which in certain direction reflects a bluish, milky light, that has been compared to the light of the moon. 

Moonstone is a potassium feldspar of the orthoclase species with white shimmer, similar to moonshine (therefore the name), called adularescence. Thin alternating layers of orthoclase and albite create the light interference in this material that is responsible for its ""shiller"" or ""floating moon effect"".

Only specimens which show this sheen in a typical manner are cut as gems. To display the beauty of this stone to the best possible advantage , it is cut with a convex, polished surface of moderately strong curvature about the face which exhibits the sheen. The stone is very effective in cut and polished spheres, which may be strung together and worn as beads or for other ornamental purposes, when they have a certain resemblance to white pearls. Moonstone is always cut either en cabochon or with a plane surface, never with facets.","https://www.gemdat.org/gphotos/0825358001343737635.jpg","Moonstone","Myanmar","Natural","None reported","Cabochon","4.57 cts.","N/A","N/A"
2783,"Morganite","Morganite is named after the American banker and collector J.P Morgan. 

Morganite, also known as ""pink beryl"", ""rose beryl"", ""pink emerald"", and ""cesian (or caesian) beryl"", is a rare light pink to rose-coloured gem-quality variety of beryl. Orange/yellow varieties of morganite can also be found, and colour banding is common. 

The pink colour of Morganite is unstable and fades when heated to 500°C. The colour can be restored by radioactive bombardment.","https://www.gemdat.org/gphotos/0094255001353586401.jpg","Morganite","N/A","Natural","Irradiation","Freeform","115.66 cts.","32.4mm x 32.0mm x 10.5mm","N/A"
2791,"Moss Agate","Moss agate is a colourless, translucent Dendritic Agate variety of Chalcedony with inclusions of green hornblende (or chlorite) in moss-like patterns (therefore the name). 

Moss agate, although primarily green, can also show brown and red patterns due to the oxidation of the iron in the hornblende/chlorite. 

The name 'Agate' is generally accepted even though the stone is not banded as a true agate should be.","https://www.gemdat.org/gphotos/0694378001350936686.jpg","Moss Agate","Indonesia","Natural","None reported","Oval Cabochon","17.45 cts.","24.91mm x 17.92mm x 4.97mm","N/A"
28,"Adularia","Adularia is transparent colourless form of Orthoclase with white to blue sheen. It can be faceted, but cut stones are usually unimpressive.","https://www.gemdat.org/gphotos/0728723001376413347.jpg","Adularia","Pakistan","Natural","None reported","Cushion","0.87 cts.","N/A","N/A"
2815,"Muscovite","The name Muscovite derives from its use in windows as muscovy glass, Muscovy being an old Russian Province.

Muscovite is the most common member of the Mica Group. It typically occurs as massively crystalline material in ""books"" or in flaky grains.

Muscovite can be pink, colourless, silver-white, yellowish, greenish with a pearly luster on cleavage faces. It often has a sparkly look. 

Because of its silvery sheen, Muscovite is sometimes called cat's silver.","https://www.gemdat.org/gphotos/0729822001343674896.jpg","Muscovite","Brazil","Natural","None reported","N/A","1.94 cts.","N/A","N/A"
283,"Apophyllite","Apophyllite is named after Greek ""apo"" - away and ""phyllazein"" - to get leaves, alluding to its exfoliation when heated with a blowpipe. They can also be called ""fisheye stone"".

Apophyllite is popular because of its abundance, colour variety, and well-defined crystals, but easy cleavage, brittleness and extreme heat sensitivity make this material difficult to facet.","https://www.gemdat.org/gphotos/0770209001358972745.jpg","Apophyllite","India","Natural","None reported","Mixed","22.91 cts.","16.7mm x 16.2mm x 16.2mm","Brad Wilson"
2880,"Nepheline","Nepheline is named after Greek ""nephele"" - a cloud, alluding to the cloudy appearance that develops when the mineral is immersed in strong acid.

Nepheline forms transparent to nearly opaque prismatic crystals, usually colourless, but can be coloured gray, red, green, brown, yellow from various impurities. 

Transparent colourless material has been faceted.","https://www.gemdat.org/gphotos/0759792001471850402.jpg","Nepheline","Tawmaw (Tawhmaw; Taw Maw), Hpakant-Tawmaw Jade Tract, Hpakant Township (Hpakan; Phakant; Phakan), Mohnyin District, Kachin State, Myanmar","Natural","None reported","Round Cabochon","2.33 cts.","7.53mm x 7.95mm x ?mm","N/A"
2881,"Nephrite","Nephrite (Greek - kidney) is a dense, fibrous aggregate variety of the tremolite-actinolite series that is tougher than jadeite. It can be all colours, often with a yellow tint. The most valuable is green. But green colour of nephrite is often more subdued and darker than jadeite's green colour.

Nephrite is known as the toughest gem and carving material. 

Nephrite is a readily available, more affordable alternative to jadeite.","https://www.gemdat.org/gphotos/0376086001453430055.jpg","Nephrite","Onot river, Irkutsk Oblast, Russia","Natural","None reported","Oval Cabochon","8.00 cts.","12.00mm x 15.89mm x ?mm","N/A"
2883,"Neptunite","Neptunite is named after Neptune, Roman god of the sea, because it was found with aegirine, which was named after Aegir, the Scandinavian sea god.

Neptunite forms translucent or opaque black or very dark red prismatic crystals with square cross-sections. 

The crystals of Neptunite show piezoelectricity.","https://www.gemdat.org/gphotos/0796021001345475846.jpg","Neptunite","San Benito Co., California, USA","Natural","None reported","Emerald","11.78 cts.","N/A","N/A"
289,"Aquamarine","Aquamarine (from Latin: aqua marina, ""water of the sea"") is so named because of its seawater colour. 

It is a pale to medium blue, blue-green variety of beryl, probably the most common colour for gem quality beryl.

Crystals of gem quality can be very large. Unique Brazilian aquamarines such as the Marta Rocha with a weight of 37.7 kg produced 57.200 carats of cut stones, the Urubu with a weight of 33.2 kg, the Jacueto with a weight of 19 kg, and others, are widely known.

A deeper blue variety originally called Maxixe after the Maxixe mine in Brazil where it was found, is better referred to as Blue beryl (Maxixe).","https://www.gemdat.org/gphotos/0687656001353496344.jpg","Aquamarine","N/A","Natural","None reported","Freeform","15.90 cts.","22.9mm x 16.5mm x 5.3mm","N/A"
2902,"Nifontovite","Nifontovite is named after R. V. Nifontov, Russian geologist.

Nifontovite forms transparent to translucent colourless to gray tabular crystals up to 6 cm long. 

Nifontovite is a very rare gem found in just a few localities around the world. Crystals from Charcas, Mexico are transparent, colourless and relatively large.","https://www.gemdat.org/gphotos/0484559001345476158.jpg","Nifontovite","Charcas, Charcas Municipality, San Luis Potosí, Mexico","Natural","None reported","Freeform","1.71 cts.","N/A","N/A"
2947,"Natrolite","Natrolite was named by Martin Heinrich Klaproth in 1803. The name is derived from Greek ""natron"" - soda, in reference to the sodium content and ""lithos"" - stone.

Natrolite produce some fine crystal specimens. The mineral is also often found as compact fibrous aggregates. It is usually white or colorless, sometimes reddish, greenish or yellowish. The luster is vitreous, finely fibrous specimens have silky luster.

Colourless facet rough natrolite is seldom.","https://www.gemdat.org/gphotos/0754121001364594175.jpg","Natrolite","Chimney Rock Quarry (Bound Brook Quarry; Stavola Industries Quarry), Bridgewater Township, Somerset Co., New Jersey, USA","Natural","None reported","Oval","0.68 cts.","7.01mm x 5.24mm x ?mm","N/A"
2976,"Oligoclase","A feldspar comprising 70-90% Albite and 10-30% Anorthite.

The name oligoclase derived from the Greek ""oligos"" - little, and ""clasein"" - to break, because the mineral was thought to have a less perfect cleavage than albite. This name was given by August Breithaupt in 1826.","https://www.gemdat.org/gphotos/0066803001345477027.jpg","Oligoclase","Kenya","Natural","None reported","Oval","2.57 cts.","N/A","commercially cut"
2999,"Onyx","Layer stone with the combination of a black base and a white upper layer, also called true onyx or Arabic onyx. Onyx is also a name sometimes used for unicolored Chalcedony (e.g., black onyx). 

The name Onyx has its origin in the Greek language and means ""fingernail"", probably because of its weak transparency.","https://www.gemdat.org/gphotos/0214787001400368465.jpg","Onyx","Russia","Natural","None reported","Square Cabochon","3.81 cts.","10.22mm x 10.22mm x ?mm","N/A"
3004,"Opal","The name is derived from an Indian (Sanskrit) word for ""stone"". Opal consists of silica and water. The amount of water varies in different specimens.

Opal is divided into three subgroups: Precious Opal, yellow-red Fire Opal, and Common Opal. Their physical properties vary considerably. Precious Opal is conspicuous amongst all others for the magnificent play of colours produced by the refraction and reflection of light in its colourless substance.

The lustre is usually of the common vitreous type, though in some opals it may be greasy, resinous, or waxy. The lustre of natural specimens is only moderately strong, it is increased by cutting and polishing, but even then is in no way remarkable. Both common and precious varieties of opal are, as a rule, cloudy, being at the best only translucent or semi-transparent. In a pure condition the mineral is perfectly colourless, the tint of the coloured varieties is due to the presence of impurities. In colour these varieties are usually brown, yellow, or red, of various shades. Green opal is rare, black opal is known, and the cloudy varieties of milk opal are white.","https://www.gemdat.org/gphotos/0720249001357228720.jpg","Hydrophane","Ethiopia","Natural","None reported","Portuguese Trillion","1.50 cts.","8.32mm x ?","Allyce Kosnar"
3026,"Orthoclase","Orthoclase is transparent to opaque, often colourless or champagne colour Potassium Feldspar. 

The name derived from Greek ""straight fracture"" and refers to the two cleavages present in this mineral that meet virtually at right angles to each other.","https://www.gemdat.org/gphotos/0286207001345480113.jpg","Orthoclase","Madagascar","Natural","None reported","Cushion","12.18 cts.","N/A","N/A"
3063,"Painite","Painite is named after Arthur Charles Davy Pain, English gem collector who first recognized the mineral.

Painite forms elongated, pseudo-orthorhombic transparent deep garnet-red crystals. Pleochroism is ruby-red and pale brownish orange or pale red-orange.

Painite was recognized as the rarest gem material on Earth, however many more stones have since been found. Many hundred stones have been faceted, but facet rough material of fine quality is still rare.","https://www.gemdat.org/gphotos/0622500001343911655.jpg","Painite","Myanmar","Natural","None reported","Oval","0.49 cts.","N/A","N/A"
307,"Aragonite","Aragonite is named after the Aragon region, Spain, where pseudo-hexagonal twinned crystal forms were first recognized. 

Aragonite is a polymorph of calcite, having the same chemical composition but a different physical structure. When aragonite is heated to 400°C it will convert to calcite. 

Aragonite occurs in compact, granular, massive or radially fibrous forms. Crystals are often twinned and form pseudohexagonal prisms. They are usually white or colourless but may have brown, grey, green or violet hues. Transparent crystals of aragonite are found in many places, particularly in Bohemia, Spain and the north of England. Massive material is found in horizontal layers. A layered sedimentary marble-like material is sometimes referred to Mexican Onyx and is used for carvings and ornamental objects. 

Aragonite forms the basis for many organic gems, such as coral, mother-of-pearl and pearl.","https://www.gemdat.org/gphotos/0162167001344639763.jpg","Aragonite","Bílina, Teplice District, Ústí nad Labem Region, Czech Republic","Natural","None reported","Rhomb","17.98 cts.","N/A","Michael Gray"
31,"Aegirine","Aegirine is named after Aegir, a Scandinavian god of the sea.

Aegirine forms translucent to opaque dark to bright green, brown to black prismatic crystals.","https://www.gemdat.org/gphotos/0110536001344549453.jpg","Aegirine","Malawi","Natural","None reported","Cushion","2.52 cts.","10.7mm x 4.7mm x ?","Unknown Cutter"
3119,"Pargasite","Pargasite is named after its discovery locality, at Pargas, 10 km south of Turku, Finland.

Pargasite forms transparent to translucent bluish green or chrome (emerald)-green to light brown stout prismatic crystals.

Fine crystals have been faceted.","https://www.gemdat.org/gphotos/0717749001345481325.jpg","Pargasite","Ethiopia","Natural","None reported","Emerald","4.71 cts.","N/A","N/A"
3141,"Pectolite","Pectolite is named after Greek ""pektos"" - well put together, alluding to its compact structure.

Pectolite usually occurs as translucent globular masses or crystals showing tabular habit. The material is colourless, white, bluish, greenish.

Massive pectolite from the Dominican Republic of light blue to sky-blue colour may be offered as a turquoise substitute under the trade name Larimar. Pectolite from Alaska has been used as a jade substitute.","https://www.gemdat.org/gphotos/0439840001356040919.jpg","Larimar","Dominican Republic","Natural","None reported","Drop","6.75 cts.","15mm x 9mm x 6mm","N/A"
3171,"Petalite","Petalite is named after Greek ""petalon"" - leaf, because of its perfect cleavage. 

Well-formed crystals are rare, it is usually found in its massive form. Stones with colour are sometimes cut into cabochons. Cut petalite stones exhibit a glassy appearance and can be confused with Glass. 

Petalite cat's eye is known.","https://www.gemdat.org/gphotos/0940711001357820777.jpg","Petalite","Skardu, Skardu Area, Gilgit-Baltistan, Pakistan","Natural","None reported","Cushion","11.65 cts.","16.4mm x 12.1mm x ?","N/A"
3181,"Phosphophyllite","The name Phosphophyllite reflects its phosphate content and Greek ""phyllon"" - a leaf, referring to its perfect leaf-like cleavage. 

Phosphophyllite forms bluish- or sea-green thick tabular crystals, fish-tail twinning is common. 

Phosphophyllite is highly valued by collectors for its delicate bluish green colour, but it is seldom cut because it is rare, fragile and brittle.","https://www.gemdat.org/gphotos/0310324001343673261.jpg","Phosphophyllite","Bolivia","Natural","None reported","Freeform","0.38 cts.","N/A","N/A"
3187,"Phosphosiderite","Phosphosiderite is named after its composition: phosphate and iron (Greek - sideros).

Phosphosiderite forms small crystals up to 2.5 cm or botryoidal masses. The colour is peach-blossom-red, reddish violet, reddish purple, yellow-orange, solid pink, lavender, may be dark blue, moss-green to nearly colourless. 

Phosphosiderite is often cut into cabochons.","https://www.gemdat.org/gphotos/0013459001377393784.jpg","Phosphosiderite","Chile","Natural","None reported","Oval Cabochon","9.02 cts.","12.19mm x 16.24mm x ?mm","N/A"
3188,"Phenakite","The name Phenakite derived from Greek word for ""deceiver"" because if its resemblance to quartz. 

Phenakite is mostly water-clear, coloured stones can fade. Phenakite with its hardness, lack of distinct cleavage, rarity and high clarity can make lively interesting gemstones. The cut stones usually have weight of 1 - 2 carats, rarely up to 12 carats. 

Phenakite is found predominantly in Russia in association with Alexandrite, in Brazil, in Nigeria, in Burma and in Madagascar.","https://www.gemdat.org/gphotos/0450809001357821144.jpg","Phenakite","Brazil","Natural","None reported","Oval Brilliant","9.54 cts.","16.7mm x 10.4mm x ?","N/A"
3195,"Phosgenite","The name phosgenite derives from the chemical term ""phosgene"", carbonyl chloride, which elements are present in the mineral.

Phosgenite forms transparent to translucent colourless, white, yellowish, greenish, pinkish prismatic crystals with high adamantine lustre, which is caused by its lead content. 

Facet-grade rough is rare.","https://www.gemdat.org/gphotos/0836836001343673389.jpg","Phosgenite","Sardinia, Italy","Natural","None reported","Freeform","8.61 cts.","N/A","N/A"
3252,"Poldervaartite","Poldervaartite is named after Arie Poldervaart, Professor of Petrology, Columbia University, New York, USA.

Poldervaartite forms colourless, milky white, light orange-pink, pink-white prismatic crystals. 

The material suitable for faceting is scarce.","https://www.gemdat.org/gphotos/0859387001343676439.jpg","Poldervaartite","South Africa","Natural","None reported","Shield","0.81 cts.","N/A","N/A"
3255,"Pollucite","Pollucite is named after Pollux, twin brother of Castor in classical mythology, in allusion to its ultimate association with the mineral ""castorite"", now renamed as petalite.

Pollucite forms transparent colourless cubes, dodecahedra or trapezohedra and it may also occur as fine-grained masses.

Pollucite is a rare gem material.","https://www.gemdat.org/gphotos/0148717001345484602.jpg","Pollucite","Paprok, Kamdesh District, Nuristan, Afghanistan","Natural","None reported","Cushion","17.28 cts.","N/A","N/A"
3272,"Poudretteite","Poudretteite is named after the Poudrette family, operators of the quarry where the mineral was discovered.

Poudrettite forms transparent violet to pink roughly equant barrel-shaped prismatic crystals. 

Poudretteite is a very rare material. Clean gems over 1 ct are uncommon.","https://www.gemdat.org/gphotos/0510970001343821461.jpg","Poudretteite","Myanmar","Natural","None reported","Oval","1.30 cts.","N/A","N/A"
3275,"Powellite","Powellite is named after Major J.W. Powell, American explorer, geologist and ethnologist. 

Powellite forms transparent to translucent colourless, straw yellow, greenish yellow, greenish blue or blue crystals with characteristically greasy or subadamantine lustre.

Facetable material is rare as crystals are usually small and seldom exceed 2 carats.","https://www.gemdat.org/gphotos/0618563001345497041.jpg","Powellite","India","Natural","None reported","N/A","0.80 cts.","N/A","N/A"
3277,"Prehnite","Prehnite is named after Dutch Colonel Hendrik Von Prehn, and was first described in 1789 for an occurrence in Haslach, Harzburg and Oberstein, Germany. 

Individual crystals are rare. Faceted gems are seldom fully transparent and don't show ""fire"". Prehnite is usually cut into cabochons or carved. 

Extensive deposits of gem quality prehnite occur near Wave Hill Station in the central Northern Territory, of Australia.

Prehnite cat's is known.","https://www.gemdat.org/gphotos/0675823001345498131.jpg","Prehnite","Australia","Natural","None reported","Oval","2.60 cts.","N/A","N/A"
3294,"Proustite","Proustite is named after Joseph L. Proust, French chemist.

Proustite forms beautiful prismatic transparent adamantine dark red crystals, but they become dull black and opaque on exposure to light, therefore they must be kept in darkness. 

Proustite is a rare stone. It is cut into brilliant faceted stones, but they are too soft to be set in jewelry.","https://www.gemdat.org/gphotos/0498264001375739103.jpg","Proustite","Chile","Natural","None reported","Square Cushion",".35 cts.","N/A","N/A"
3313,"Pyrargyrite","Pyrargyrite is named after Greek ""pyr"" - fire and ""argyros"" - silver, alluding to its red colour and silver content.

Pyrargyrite forms translucent deep red prismatic crystals with adamantine lustre. The material can be very attractive but it may darken on exposure to light. 

Transparent crytals of facet-grade are rare.","https://www.gemdat.org/gphotos/0898791001357821831.jpg","Pyrargyrite","Bolivia","Natural","None reported","Cushion","0.94 cts.","4.9mm x 4.5mm x ?","N/A"
3314,"Pyrite","The name pyrite derived from Greek - fire, as it produces sparks when knocked. Because of its similarity to gold, pyrite is often called Fool's gold. It is metallic shiny and has pale brass-yellow hue.","https://www.gemdat.org/gphotos/0924418001425579420.jpg","Pyrite","Bolivia","Natural","None reported","Cushion","10.90 cts.","18mm x 13mm x 2mm","N/A"
3320,"Pyromorphite","Pyromorphite is named from Greek pyr - fire, plus morphe - form, alluding to the crystalline shape assumed by melted globules of the mineral on cooling.

Pyromorphite forms transparent to translucent, brown, green, orange, yellow, colourless, grey, white, short to long prismatic, pyramidial or tabular crystals with vitreous to resinous lustre.

Pyromorphite is a common mineral, but faceted stones are very rare.","https://www.gemdat.org/gphotos/0606636001426606619.jpg","Pyromorphite","China","Natural","None reported","Triangle","0.27 cts.","3mm x 3mm x 2mm","N/A"
3321,"Pyrope","Pyrope is the only member of the garnet family to always display red coloration in natural samples, and it is from this characteristic that it gets its name: from the Greek for fire and eye.","https://www.gemdat.org/gphotos/0761615001351259775.jpg","Pyrope","Mozambique","Natural","None reported","Square","1.42 cts.","6.1mm x 6.06mm x 3.56mm","N/A"
3327,"Pyroxmangite","Pyroxmangite is misnamed as being a manganese member of the pyroxene group; it is a pyroxenoid.

Pyroxmangite forms translucent red, red-brown, dark-brown, pink, brownish, yellowish, purplish tabular crystals with vitreous to pearly lustre. Crystals are frequently twinned. 

Fine crystals have been faceted, but it is usually more suitable for cabochons.","https://www.gemdat.org/gphotos/0659932001343917029.jpg","Pyroxmangite","Brazil","Natural","None reported","Emerald","3.17 cts.","N/A","N/A"
3337,"Quartz","Quartz (named after a Slavic word for ""hard"") is the most common mineral found on the surface of the Earth. A significant component of many igneous, metamorphic and sedimentary rocks, this natural form of silicon dioxide is found in an impressive range of varieties and colours.","https://www.gemdat.org/gphotos/0171108001350570019.jpg","Chrysoprase","India","Natural","None reported","Oval Cabochon","6.86 cts.","N/A","N/A"
3375,"Realgar","Realgar is named from Arabic ""rahj al-gar"" - powder of the mine, because it was found in a silver mine.

Realgar forms red to orange-yellow prismatic crystals or granular masses. The crystals disintegrate to a powder after long exposure to light. However, this process takes a very long time. Realgar specimens should be kept in the dark, in an eclosed container.

Realgar is a very rare gem. It is very soft and somewhat unstable.","https://www.gemdat.org/gphotos/0064369001357859693.jpg","Realgar","China","Natural","None reported","Shield","7.46 cts.","15.9 mm x 11.9mm x ?","N/A"
3405,"Rhodizite","Rhodizite is named from Greek ""rhodizein"" - rose-coloured, alluding to the red tinges it gives in a blowpipe flame. 

Rhodizite is found as well-formed transparent to translucent colourless to white, sometomes pink, red, yellow-green, yellow, grey crystals. 

Rhodizite has a high lustre and hardness, but it is very rare and crystals are usually too small to facet. Faceted stones exceeding 1 carat are uncommon.","https://www.gemdat.org/gphotos/0879056001345499393.jpg","Rhodizite","Madagascar","Natural","None reported","Round Brilliant","0.80 cts.","N/A","N/A"
3406,"Rhodochrosite (Manganesespar)","Rhodochrosite (Greek - rose coloured) is usually raspberry red and pink colour. The aggregates are light-dark stripes with zigzag bands. Transparent crystals are rare.","https://www.gemdat.org/gphotos/0545735001345499622.jpg","Rhodochrosite","Hotazel, Kalahari manganese field, Northern Cape, South Africa","Natural","None reported","Round Brilliant","5.19 cts.","N/A","N/A"
3407,"Rhodonite","The name Rhodonite derived from Greek ""rhodon"" - rose. It has dark red colour with black dendritic inclusions of manganese oxide. 

Transparent crystals are rare and seldom exceed 1g in weight but they can be cut as excellent gems.","https://www.gemdat.org/gphotos/0203513001357860955.jpg","Rhodonite","Broken Hill, Broken Hill district, Yancowinna Co., New South Wales, Australia","Natural","None reported","Emerald","3.60 cts.","10.4mm x 7.2mm x ?","N/A"
3456,"Rose Quartz","Rose quartz (named after its pink colour) is a type of Quartz which exhibits a pale pink to rose red hue. 

When rose quartz contains numerous small inclusions of rutile needles it displays asterism with 6-rayed star on pink bodycolour. This material is often cut en cabochon.","https://www.gemdat.org/gphotos/0363627001379354744.jpg","Rose Quartz","South Africa","Natural","None reported","Ball","990 cts.","50mm x 50mm x 50mm","N/A"
3472,"Rubellite","Rubellite (Latin - reddish) is pink to red, sometimes with a violet tint variety of Tourmaline. 

Ruby colour is the most valuable.","https://www.gemdat.org/gphotos/0104840001353608884.jpg","Rubellite","N/A","Natural","None reported","Freeform","13.30 cts.","21.5mm x 16.0mm x 5.3mm","N/A"
3473,"Ruby","Ruby is a pink to blood-red coloured gem variety of the mineral Corundum. The name comes from the Latin word ""ruber"" - red. 

The red colour can vary within each individual deposit, therefore the determination of the source from the colour is not possible. The red colour is caused by chromium, and in case of brownish tones due to presence of iron.

The rough stone has dull and greasy lustre.

Inclusions are common and often indicate that the stone is natural.","https://www.gemdat.org/gphotos/0228146001351461782.jpg","Ruby","Madagascar","Natural","Glass/Plastic/Resin Infilling / Fracture Filling / Flux Healing","Pear","6.29 cts.","12.92mm x 10.1mm x 6.36mm","N/A"
3485,"Rutilated Quartz","Rutilated quartz, is a variety of Quartz with needle-like rutile inclusions, embedded in it. The rutile needles can be reddish, golden, silvery, or very rarely greenish.

It is also known as Venus Hair Stone.","https://www.gemdat.org/gphotos/0930374001351432922.jpg","Rutilated Quartz","India","Natural","None reported","Oval Cabochon","12.89 cts.","15.88mm x 12.06mm x 8.67mm","N/A"
3486,"Rutile","Rutile is named after Latin ""rutilas"" - golden red, alluding to its common colour, especially in transmitted light. 

Golden-coloured rutile typically occurs in a slender acicular form. The small needles of rutile found in gems cause an optical phenomenon known as asterism. Asterated gems are known as ""star"" gems (Star sapphire, Star rubies, etc.).

Rutile has high refractive index and strong dispersion, it gives an adamantine lustre and a diamond-like appearance to its crystals.

Rutile crystals frequently form as elbow or cyclic twins.","https://www.gemdat.org/gphotos/0406491001359003167.jpg","Rutile","Sri Lanka","Natural","None reported","Cabochon","4.77 cts.","10.0mm x 7.0mm x 5.0mm","N/A"
3521,"Sanidine","Sanidine is a glassy variety of Orthoclase feldspar that occurs in the German Rhineland and in USA. Colourless, beige and attractive warm-brown stones are faceted.","https://www.gemdat.org/gphotos/0243782001352776311.jpg","Sanidine","Volkesfeld, Mendig, Mayen-Koblenz District, Rhineland-Palatinate, Germany","Natural","None reported","Oval","5.25 cts.","14.0mm x 10.0mm x 7.5mm","Thailand"
3529,"Sapphire","The name Sapphire derives from Greek ""sappheiros"" - blue. In antiquity, any blue stone such as lazurite, was called Sapphire. 

At first only the blue variety was called Sapphire. Today corundums of gemstone quality of all colours except red are called Sapphire. The most desired colour is a pure cornflower-blue. Some blue and grayish-blue Sapphires (Sri Lanka, Thailand, Tanzania, Colombia, and others) exhibit a reddish or violet-red tint under artificial light - the alexandrite effect which is caused by admixtures of chromium and vanadium, the intensity is related to the concentration of these elements.

Inclusions of rutile needles cause a silky shine; aligned needles cause a six-rayed star sapphire.

Sapphires are commonly worn in jewelry. Because of remarkable hardness (9 in Mohs Scale), Sapphires are used in some non-ornamental applications (scientific instruments, high-durability windows, etc.)","https://www.gemdat.org/gphotos/0539270001342785799.jpg","Sapphire","Sri Lanka","Natural","Heat Treatment","Heart","1.14 cts.","N/A","N/A"
3531,"Sapphirine","Sapphirine is named after its sapphire-blue colour.

Sapphirine forms irregular tabular transparent to translucent light to dark blue crystals. An orange-red variety has been reported from Tanzania.

Sapphirine has a strong pleochroism: shades of blue, pale reddish or yellowish green.

Very small stones are faceted for collectors.","https://www.gemdat.org/gphotos/0542405001345550812.jpg","Sapphirine","Sri Lanka","Natural","None reported","Pear","1.26 cts.","N/A","N/A"
3560,"Scheelite","Scheelite was named after Swedish chemist K.W. Scheele, who discovered tungsten. 

Well-formed crystals are fashioned into gemstones. They have high lustre and appreciable ""fire"", approaching that of Diamond. Gems cut from transparent material are fragile.

A magnificent gem weighing 58 carats was faceted from transparent orange material found in the Gamsberg area in Namibia.","https://www.gemdat.org/gphotos/0717619001345561875.jpg","Scheelite","China","Natural","None reported","Cushion","17.85 cts.","N/A","N/A"
3578,"Schorl","The most common species of tourmaline is schorl. It was named after an old mining expression for ""false ore"". Schorl is usually bluish or brownish black to black.","https://www.gemdat.org/gphotos/0503952001453430295.jpg","Schorl","Pakistan","Natural","None reported","Oval","1.44 cts.","7.73mm x 7.11mm x ?mm","N/A"
3594,"Scolecite","Scolecite is named after Greek ""skolex"" - worm, because the borax bead containing the mineral in some cases curls up like a worm in the blowpipe flame.

Scolecite forms pyroelectric and piezoelectric colourless to white slender crystals.","https://www.gemdat.org/gphotos/0712567001351606470.jpg","Scolecite","India","Natural","None reported","Emerald","4.8 cts.","21.58mm x 7.15mm x ?","N/A"
3596,"Scorzalite","Scorzalite is named after Evaristo Penna Scorza, Brazilian mineralogist.

Scorzalite forms transparent to translucent dark blue, blue-green masses. It forms a series to lazulite, but Scorzalite is darker and less transparent.

Scorzalite is usually cut into cabochons. Faceted stones are rare.","https://www.gemdat.org/gphotos/0218330001413052513.jpg","Scorzalite","Brazil","Natural","None reported","Round","0.04 cts.","2.39mm x 2.39mm x ?mm","N/A"
3614,"Sellaite","Sellaite is named after Quintino Sella, Italian mining engineer and mineralogist.

Sellaite forms short prismatic yellowish, colourless or white transparent crystals. Facetable material comes from Bahia, Brazil.","https://www.gemdat.org/gphotos/0471830001357862326.jpg","Sellaite","Brazil","Natural","None reported","Emerald","3.68 cts.","13.5mm x 6.2mm x ?","N/A"
3662,"Sillimanite","Sillimanite is named after Benjamin Silliman, Professor of Chemistry and Geology, Yale University, New Haven, Connecticut, USA.

Sillimanite forms transparent, rather slate-blue or blue-green slender poorly terminated prismatic crystals, and some material is fibrous.

Violet–blue stones have been reported from Mogok Stone Tract, Myanmar and greyish green chatoyant material is found in the Sri Lanka gem gravels.

Sillimanite is one of the most difficult gemstones to fashion.","https://www.gemdat.org/gphotos/0995781001345563265.jpg","Sillimanite","India","Natural","None reported","Oval","6.13 cts.","N/A","N/A"
3670,"Simpsonite","Simpsonite is named after E.S. Simpson, Government mineralogist and analyst of Western Australia, where the mineral was first doscovered in the Tabba Tabba pegmatite.

Simpsonite forms transparent to translucent, yellow, orange to brown, sometimes colourless tabular to short prismatic crystals with an adamantine lustre. 

Simpsonite is cut into attractive, colourful, bright and durable gems, but the amount of facet rough is limited.","https://www.gemdat.org/gphotos/0460334001345564911.jpg","Simpsonite","Brazil","Natural","None reported","Oval","0.20 cts.","N/A","N/A"
3672,"Sinhalite","The name Sinhalite is derived from the Sanskrit name for Sri Lanka - Sinhala, where it was discovered in 1952. It is a rare mineral which until recently was found only in this country. 

Nowadays Sinhalite is also found in Mogok, Burma and pale-pink to brownish-pink crystals has been reported from Tanzania. Rough, well crystallized sinhalite up to sizes of 20 grams are being found in Madagascar.","https://www.gemdat.org/gphotos/0779038001345565045.jpg","Sinhalite","Sri Lanka","Natural","None reported","Oval","10.23 cts.","N/A","N/A"
3688,"Smithsonite","Smithsonite was named in 1832 in honor of English chemist and mineralogist, James Smithson, who first identified the mineral in 1802.

It usually occurs as earthy botryoidal masses. Grape-like clusters have pearly luster and are often slightly banded. Well-formed crystals are rare.

Bonamite is a trade name for cabochon-cut massive pieces of Smithsonite.","https://www.gemdat.org/gphotos/0180035001351621581.jpg","Smithsonite","Australia","Natural","None reported","Oval Cabochon","33.16 cts.","18.75mm x 13.48mm x 10.13mm","N/A"
3689,"Smoky Quartz","Smoky quartz is named after its smoky colour. Colouring is caused by (natural and artificial) gamma rays. The colour of Smoky quartz is variable from brown to black and sometimes smoky grey.","https://www.gemdat.org/gphotos/0545728001351267703.jpg","Smoky Quartz","Brazil","Natural","None reported","Square","4.4 cts.","10.09mm x 10.09mm x 6.45mm","N/A"
